codigo_linea,numero_rfig,orden,nombre_estacion,es_localidad,municipio,provincia,ccaa,geocode_match,dist_m,dep_id
01000,000,22,ALCALA DE GUADAIRA-POLO DESARROLLO,True,Alcalá de Guadaíra,Sevilla,Andalucía,within,0.0,TN_RailwayNode_51006
01000,000,23,BADAJOZ-FRONTERA,False,Badajoz,Badajoz,Extremadura,within,0.0,TN_RailwayNode_37610
01000,000,24,BADAJOZ,True,Badajoz,Badajoz,Extremadura,within,0.0,TN_RailwayNode_37606
01000,000,25,MALAGA MARIA ZAMBRANO,True,Málaga,Málaga,Andalucía,within,0.0,TN_RailwayNode_54413
01000,000,26,"P.K. 0,682 PTO CONEXION MALAGA",False,Málaga,Málaga,Andalucía,within,0.0,TN_RailwayNode_PK068
01000,000,27,BIF. PLAYA,False,Málaga,Málaga,Andalucía,within,0.0,TN_RailwayNode_B5442
01000,000,28,MALAGA-PLAYA (CGD),True,Málaga,Málaga,Andalucía,within,0.0,TN_RailwayNode_54415
01000,000,29,MALAGA-PUERTO,True,Málaga,Málaga,Andalucía,within,0.0,TN_RailwayNode_54414
01000,000,30,VIGO-BERBES,True,Vigo,Pontevedra,Galicia,within,0.0,TN_RailwayNode_22307
01000,000,31,VIGO-GUIXAR,True,Vigo,Pontevedra,Galicia,within,0.0,TN_RailwayNode_22308
01000,000,32,"P.K. 5,404 PTO",False,Pontevedra,Pontevedra,Galicia,within,0.0,TN_RailwayNode_PK540
01000,000,33,PONTEVEDRA,True,Pontevedra,Pontevedra,Galicia,within,0.0,TN_RailwayNode_23004
01000,000,34,A CORUÑA-SAN DIEGO,True,A Coruña,A Coruña,Galicia,within,0.0,TN_RailwayNode_20406
01000,000,35,A CORUÑA-PUERTO,True,A Coruña,A Coruña,Galicia,within,0.0,TN_RailwayNode_20407
01000,000,36,ACCESO PUERTOLLANO REFINERÍA,False,Puertollano,Ciudad Real,Castilla-La Mancha,within,0.0,TN_RailwayNode_B3730
01000,000,37,FERROL PUERTO,True,Ferrol,A Coruña,Galicia,within,0.0,TN_RailwayNode_21011
01000,000,38,FERROL,True,Ferrol,A Coruña,Galicia,within,0.0,TN_RailwayNode_21010
01000,000,39,PUERTOLLANO-REFINERIA,True,Puertollano,Ciudad Real,Castilla-La Mancha,within,0.0,TN_RailwayNode_37315
01000,000,40,ALMERIA-PUERTO,True,Almería,Almería,Andalucía,within,0.0,TN_RailwayNode_56313
01000,000,41,ALMERIA,True,Almería,Almería,Andalucía,within,0.0,TN_RailwayNode_56312
01000,000,42,KM. 253.5,False,Ponferrada,León,Castilla y León,within,0.0,TN_RailwayNode_B2021
01000,000,43,PONFERRADA-CLASIFICACION,False,Ponferrada,León,Castilla y León,within,0.0,TN_RailwayNode_20114
01000,000,44,PONFERRADA,True,Ponferrada,León,Castilla y León,within,0.0,TN_RailwayNode_20200
01000,000,45,AGUILAS,True,Águilas,Murcia,Región de Murcia,within,0.0,TN_RailwayNode_07004
01000,000,46,AGUILAS PTO.,True,Águilas,Murcia,Región de Murcia,within,0.0,TN_RailwayNode_07006
01000,000,47,VALLADOLID-ARGALES,True,Valladolid,Valladolid,Castilla y León,within,0.0,TN_RailwayNode_10608
01000,000,48,VILLAVERDE-ORCASITAS (CGD),True,Madrid,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_35008
01000,000,49,"AGUJA KM 8,640",False,Madrid,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_XX012
01000,000,50,EL SALOBRAL,True,Madrid,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_60108
01000,000,51,VILLAVERDE-MERCANCIAS,True,Madrid,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_95101
01000,000,52,VALLADOLID-CAMPO GRANDE,True,Valladolid,Valladolid,Castilla y León,within,0.0,TN_RailwayNode_10600
01000,000,53,BIF. MUSEO,False,Madrid,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_B1804
01000,000,54,MUSEO DELICIAS,True,Madrid,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_XX006
01000,000,55,TRES HERMANOS,True,Valladolid,Valladolid,Castilla y León,within,0.0,TN_RailwayNode_10601
01000,000,56,CAMPSA,True,Santovenia de Pisuerga,Valladolid,Castilla y León,within,0.0,TN_RailwayNode_XX002
01000,000,57,ODONNELL,True,Madrid,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_98100
01000,000,58,BARAJAS-HANGARES (APD),False,Madrid,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_98303
01000,000,59,BIF. BASE AEREA,False,Alcalá de Henares,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_B7011
01000,000,60,BASE AEREA DE TORREJON,True,Torrejón de Ardoz,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_70106
01000,000,61,CANTERA LUGONES,True,Oviedo,Asturias,Principado de Asturias,within,0.0,TN_RailwayNode_XX015
01000,000,62,LUGONES,True,Siero,Asturias,Principado de Asturias,within,0.0,TN_RailwayNode_15212
01000,000,63,VIELLA,True,Siero,Asturias,Principado de Asturias,within,0.0,TN_RailwayNode_16101
01000,000,64,CENTRAL LECHERA,True,Siero,Asturias,Principado de Asturias,within,0.0,TN_RailwayNode_XX011
01000,000,65,VENTA DE BAÑOS,True,Venta de Baños,Palencia,Castilla y León,within,0.0,TN_RailwayNode_11000
01000,000,66,FASA-RENAULT,True,Villamuriel de Cerrato,Palencia,Castilla y León,within,0.0,TN_RailwayNode_XX001
01000,000,67,ENSIDESA,True,Gijón,Asturias,Principado de Asturias,within,0.0,TN_RailwayNode_XX009
01000,000,68,BIF. ENSIDESA,False,Gijón,Asturias,Principado de Asturias,within,0.0,TN_RailwayNode_XX013
01000,000,69,CARTAGENA-PUERTO,True,Cartagena,Murcia,Región de Murcia,within,0.0,TN_RailwayNode_61308
01000,000,70,BIF. PARQUE CARBONERAS,False,Carreño,Asturias,Principado de Asturias,within,0.0,TN_RailwayNode_XX014
01000,000,71,ABOÑO,True,Carreño,Asturias,Principado de Asturias,within,0.0,TN_RailwayNode_16601
01000,000,72,CARTAGENA,True,Cartagena,Murcia,Región de Murcia,within,0.0,TN_RailwayNode_61307
01000,000,73,PARQUE DE CARBONES DE ABOñO,True,Carreño,Asturias,Principado de Asturias,within,0.0,TN_RailwayNode_16605
01000,000,74,EL MUSEL,True,Gijón,Asturias,Principado de Asturias,within,0.0,TN_RailwayNode_XX010
01000,000,75,GIJON-PUERTO,True,Gijón,Asturias,Principado de Asturias,within,0.0,TN_RailwayNode_16604
01000,000,76,ALGUAZAS-MOLINA,True,Alguazas,Murcia,Región de Murcia,within,0.0,TN_RailwayNode_61017
01000,000,77,RIBERA DE MOLINA (CGD),True,Molina de Segura,Murcia,Región de Murcia,within,0.0,TN_RailwayNode_63002
01000,000,78,VILLALONQUEJAR,True,Burgos,Burgos,Castilla y León,within,0.0,TN_RailwayNode_82220
01000,000,79,BURGOS,True,Burgos,Burgos,Castilla y León,within,0.0,TN_RailwayNode_11100
01000,000,80,SANT GABRIEL,True,Alacant,Alacant,Comunitat Valenciana,within,0.0,TN_RailwayNode_62109
01000,000,81,ALACANT-PORT(LÍMITE CONEXIÓN),True,Alacant,Alacant,Comunitat Valenciana,within,0.0,TN_RailwayNode_62107
01000,000,82,ALACANT-BENALUA (CGD),True,Alacant,Alacant,Comunitat Valenciana,within,0.0,TN_RailwayNode_62105
01000,000,83,MURIEDAS,True,Camargo,Cantabria,Cantabria,within,0.0,TN_RailwayNode_14221
01000,000,84,SANTANDER-PUERTO,True,Santander,Cantabria,Cantabria,within,0.0,TN_RailwayNode_14224
01000,000,85,BIF.GRAO VALENCI,False,València,València,Comunitat Valenciana,within,0.0,TN_RailwayNode_B6502
01000,000,86,GRAO DE VALENCIA,True,València,València,Comunitat Valenciana,within,0.0,TN_RailwayNode_65009
01000,000,87,VALENCIA PUERTO,True,València,València,Comunitat Valenciana,within,0.0,TN_RailwayNode_65012
01000,000,88,GILET (APD),False,Gilet,València,Comunitat Valenciana,within,0.0,TN_RailwayNode_67223
01000,000,89,SAGUNT,True,Sagunt,València,Comunitat Valenciana,within,0.0,TN_RailwayNode_65200
01000,000,90,PUERTO DE SAGUNTO,True,Sagunt,València,Comunitat Valenciana,within,0.0,TN_RailwayNode_67224
01000,000,91,SANTURTZI-PUERTO,True,Santurtzi,Bizkaia,País Vasco,within,0.0,TN_RailwayNode_13407
01000,000,92,SANTURTZI,True,Santurtzi,Bizkaia,País Vasco,within,0.0,TN_RailwayNode_13405
01000,000,93,GENERAL MOTOS,True,Pedrola,Zaragoza,Aragón,within,0.0,TN_RailwayNode_XX004
01000,000,94,GRISEN,True,Grisén,Zaragoza,Aragón,within,0.0,TN_RailwayNode_70706
01000,000,95,CENTRAL TERMICA,True,Andorra,Teruel,Aragón,within,0.0,TN_RailwayNode_CT712
01000,000,96,ZARAGOZA-ARRABAL,True,Zaragoza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_78002
01000,000,97,ZARAGOZA-CORBERA ALTA,True,Zaragoza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_78007
01000,000,98,TORRASPAPEL - LA MONTAÑANESA,True,Zaragoza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_50A03
01000,000,99,SAMPER,True,Samper de Calanda,Teruel,Aragón,within,0.0,TN_RailwayNode_71201
01000,000,100,ZUERA,True,Zuera,Zaragoza,Aragón,within,0.0,TN_RailwayNode_78100
01000,000,101,CEPSA FACTORIA,True,Zuera,Zaragoza,Aragón,within,0.0,TN_RailwayNode_XX017
01000,000,102,GURREA DE GALLEGO,True,Gurrea de Gállego,Huesca,Aragón,within,0.0,TN_RailwayNode_74001
01000,000,103,"PK. 1,927",False,Lleida,Lleida,Cataluña,within,0.0,TN_RailwayNode_A7510
01000,000,104,BIF. A VILANOVETA,False,Lleida,Lleida,Cataluña,within,0.0,TN_RailwayNode_B7511
01000,000,105,"AG. KM. 185,747",False,Lleida,Lleida,Cataluña,within,0.0,TN_RailwayNode_A8401
01000,000,106,PLA DE VILANOVETA,True,Lleida,Lleida,Cataluña,within,0.0,TN_RailwayNode_78401
01000,000,107,BALAGUER,True,Balaguer,Lleida,Cataluña,within,0.0,TN_RailwayNode_75105
01000,000,108,LA POBLA DE SEGUR,True,La Pobla de Segur,Lleida,Cataluña,within,0.0,TN_RailwayNode_75116
01000,000,109,"BELLV.AG.672,900",False,L'Hospitalet de Llobregat,Barcelona,Cataluña,within,0.0,TN_RailwayNode_B7172
01000,000,110,TALLERES,True,L'Hospitalet de Llobregat,Barcelona,Cataluña,within,0.0,TN_RailwayNode_XX005
01000,000,111,MERCABARNA,True,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_XX003
01000,000,112,BARCELONA-CAN TUNIS,True,L'Hospitalet de Llobregat,Barcelona,Cataluña,within,0.0,TN_RailwayNode_71901
01000,000,113,BARCELONA-SANTS,True,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_71801
01100,100,1,AVILA,True,Ávila,Ávila,Castilla y León,within,0.0,TN_RailwayNode_10400
01100,100,2,HERRADON-LA CAÑADA,True,Herradón de Pinares,Ávila,Castilla y León,within,0.0,TN_RailwayNode_10300
01100,100,3,SANTA MARIA DE LA ALAMEDA,True,Santa María de la Alameda,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_10206
01100,100,4,EL ESCORIAL,True,El Escorial,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_10203
01100,100,5,BIF. P. PIO,False,Las Rozas de Madrid,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_B9701
01100,100,6,PINAR DE LAS ROZAS,True,Las Rozas de Madrid,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_10100
01100,100,7,EL TEJAR (APD),False,Las Rozas de Madrid,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_97103
01100,100,8,LAS MATAS,True,Las Rozas de Madrid,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_10101
01100,100,9,VILLALBA DE GUADARRAMA,True,Collado Villalba,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_10200
01100,100,10,AREVALO,True,Arévalo,Ávila,Castilla y León,within,0.0,TN_RailwayNode_10409
01100,100,11,PITIS,True,Madrid,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_97100
01100,100,12,MADRID-CHAMARTIN-CLARA CAMPOAMOR,True,Madrid,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_17000
01100,100,13,"KM 179,9",False,Palacios de Goda,Ávila,Castilla y León,within,0.0,TN_RailwayNode_10410
01100,100,14,MEDINA DEL CAMPO,True,Medina del Campo,Valladolid,Castilla y León,within,0.0,TN_RailwayNode_10500
01100,100,15,VALDESTILLAS,True,Valdestillas,Valladolid,Castilla y León,within,0.0,TN_RailwayNode_10503
01100,100,16,VALLADOLID-CAMPO GRANDE,True,Valladolid,Valladolid,Castilla y León,within,0.0,TN_RailwayNode_10600
01100,100,17,KM 250,False,Valladolid,Valladolid,Castilla y León,within,0.0,TN_RailwayNode_B0801
01100,100,18,TRES HERMANOS,True,Valladolid,Valladolid,Castilla y León,within,0.0,TN_RailwayNode_10601
01100,100,19,BIF. CANAL DUERO,False,Santovenia de Pisuerga,Valladolid,Castilla y León,within,0.0,TN_RailwayNode_B0810
01100,100,20,RIO PISUERGA,False,Santovenia de Pisuerga,Valladolid,Castilla y León,within,0.0,TN_RailwayNode_10611
01100,100,21,CORCOS-AGUILAREJO,True,Corcos,Valladolid,Castilla y León,within,0.0,TN_RailwayNode_10603
01100,100,22,CUBILLAS DE SANTA MARTA (APD),False,Cubillas de Santa Marta,Valladolid,Castilla y León,within,0.0,TN_RailwayNode_10604
01100,100,23,VENTA DE BAÑOS,True,Venta de Baños,Palencia,Castilla y León,within,0.0,TN_RailwayNode_11000
01100,100,24,MAGAZ,True,Magaz de Pisuerga,Palencia,Castilla y León,within,0.0,TN_RailwayNode_11004
01100,100,25,VILLODRIGO,True,Villodrigo,Palencia,Castilla y León,within,0.0,TN_RailwayNode_11007
01100,100,26,BIF. ARANDA,False,Villalbilla de Burgos,Burgos,Castilla y León,within,0.0,TN_RailwayNode_B1111
01100,100,27,BURGOS-ROSA MANZANO,True,Burgos,Burgos,Castilla y León,within,0.0,TN_RailwayNode_11014
01100,100,28,"BURGOS AG. KM. 374,2",False,Burgos,Burgos,Castilla y León,within,0.0,TN_RailwayNode_A0825
01100,100,29,"BIF. RUBENA-AG. KM. 377,3",False,Burgos,Burgos,Castilla y León,within,0.0,TN_RailwayNode_A1112
01100,100,30,BIF. RUBENA,False,Rubena,Burgos,Castilla y León,within,0.0,TN_RailwayNode_B1112
01100,100,31,BRIVIESCA,True,Briviesca,Burgos,Castilla y León,within,0.0,TN_RailwayNode_11109
01100,100,32,PANCORBO,True,Pancorbo,Burgos,Castilla y León,within,0.0,TN_RailwayNode_11111
01100,100,33,BUJEDO,True,Bugedo,Burgos,Castilla y León,within,0.0,TN_RailwayNode_11112
01100,100,34,BIF. RIOJA,False,Miranda de Ebro,Burgos,Castilla y León,within,0.0,TN_RailwayNode_B1110
01100,100,35,MIRANDA DE EBRO,True,Miranda de Ebro,Burgos,Castilla y León,within,0.0,TN_RailwayNode_11200
01100,100,36,JUNDIZ,True,Vitoria-Gasteiz,Araba,País Vasco,within,0.0,TN_RailwayNode_11221
01100,100,37,VITORIA-GASTEIZ,True,Vitoria-Gasteiz,Araba,País Vasco,within,0.0,TN_RailwayNode_11208
01100,100,38,AGURAIN-SALVATIERRA DE ALAVA,True,Agurain,Araba,País Vasco,within,0.0,TN_RailwayNode_11212
01100,100,39,EGUINO (APD),False,Asparrena,Araba,País Vasco,within,0.0,TN_RailwayNode_11214
01100,100,40,KM. 529.1,False,Asparrena,Araba,País Vasco,within,0.0,TN_RailwayNode_C1125
01100,100,41,"BIF. KM.534,0",False,Olazti,Navarra,Comunidad Foral de Navarra,within,0.0,TN_RailwayNode_B1120
01100,100,42,ZEGAMA-OTZAURTE,True,Zegama,Gipuzkoa,País Vasco,within,0.0,TN_RailwayNode_11303
01100,100,43,ALTSASU,True,Altsasu,Navarra,Comunidad Foral de Navarra,within,0.0,TN_RailwayNode_11300
01100,100,44,BRINKOLA,True,Legazpi,Gipuzkoa,País Vasco,within,0.0,TN_RailwayNode_11305
01100,100,45,ZUMARRAGA,True,Zumarraga,Gipuzkoa,País Vasco,within,0.0,TN_RailwayNode_11400
01100,100,46,TOLOSA,True,Tolosa,Gipuzkoa,País Vasco,within,0.0,TN_RailwayNode_11500
01100,100,47,HERNANI,True,Hernani,Gipuzkoa,País Vasco,within,0.0,TN_RailwayNode_11508
01100,100,48,SAN SEBASTIAN-DONOSTIA,True,Donostia,Gipuzkoa,País Vasco,within,0.0,TN_RailwayNode_11511
01100,100,49,LEZO-ERRENTERIA,True,Lezo,Gipuzkoa,País Vasco,within,0.0,TN_RailwayNode_11516
01100,100,50,IRUN,True,Irun,Gipuzkoa,País Vasco,within,0.0,TN_RailwayNode_11600
01100,100,51,"P.K. 641,181 (FRONTERA)",False,Irun,Gipuzkoa,País Vasco,nearest,9.4,TN_RailwayNode_C1160
01100,100,52,HENDAYA,True,Irun,Gipuzkoa,País Vasco,nearest,463.8,TN_RailwayNode_11602
01102,102,1,MADRID-CHAMARTIN-CLARA CAMPOAMOR,True,Madrid,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_17000
01102,102,2,BIF. FUENCARRAL,False,Madrid,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_B1702
01102,102,3,UNIVERSIDAD-CANTOBLANCO,True,Madrid,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_17009
01102,102,4,BIF. TRES CANTOS,False,Madrid,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_B1703
01102,102,5,EL GOLOSO,True,Madrid,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_17003
01102,102,6,TRES CANTOS,True,Tres Cantos,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_17004
01102,102,7,COLMENAR VIEJO,True,Colmenar Viejo,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_17005
01102,102,8,MANZANARES-SOTO EL REAL,True,Soto del Real,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_17006
01102,102,9,BUSTARVIEJO-VALDEMANCO,True,Bustarviejo,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_17100
01102,102,10,ROBREGORDO-SOMOSIERRA,True,Robregordo,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_17107
01102,102,11,RIAZA,True,Comunidad de Sepúlveda y Riaza,Segovia,Castilla y León,within,0.0,TN_RailwayNode_17109
01102,102,12,MADERUELO-LINARES,True,Maderuelo,Segovia,Castilla y León,within,0.0,TN_RailwayNode_17112
01102,102,13,ARANDA DE DUERO-MONTECILLO,True,Aranda de Duero,Burgos,Castilla y León,within,0.0,TN_RailwayNode_17200
01102,102,14,LERMA (APD),False,Lerma,Burgos,Castilla y León,within,0.0,TN_RailwayNode_17205
01102,102,15,BIF. ARANDA,False,Villalbilla de Burgos,Burgos,Castilla y León,within,0.0,TN_RailwayNode_B1111
01104,104,1,UNIVERSIDAD-CANTOBLANCO,True,Madrid,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_17009
01104,104,2,ALCOBENDAS S.SEBASTIAN DE LOS REYES,True,Alcobendas,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_19003
01106,106,1,IRUN,True,Irun,Gipuzkoa,País Vasco,within,0.0,TN_RailwayNode_11600
01106,106,2,CAMBIADOR IRUN,False,Irun,Gipuzkoa,País Vasco,within,0.0,TN_RailwayNode_11604
01106,106,3,"P.K.641,181(FRONTERA)",False,Irun,Gipuzkoa,País Vasco,nearest,10.8,TN_RailwayNode_C1161
01106,106,4,HENDAYA,True,Irun,Gipuzkoa,País Vasco,nearest,463.8,TN_RailwayNode_11602
01108,108,1,LA CARRERA (CGD),True,Valladolid,Valladolid,Castilla y León,within,0.0,TN_RailwayNode_85214
01108,108,2,"C. FERROVIARIO AG. KM. 3,7",False,Valladolid,Valladolid,Castilla y León,within,0.0,TN_RailwayNode_B1053
01108,108,3,BIF. LINEA MADRID-HENDAYA,False,Valladolid,Valladolid,Castilla y León,within,0.0,TN_RailwayNode_B1051
01108,108,4,VALLADOLID-CAMPO GRANDE,True,Valladolid,Valladolid,Castilla y León,within,0.0,TN_RailwayNode_10600
01110,110,1,VILLALBA DE GUADARRAMA,True,Collado Villalba,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_10200
01110,110,2,TABLADA,True,Guadarrama,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_12007
01110,110,3,CERCEDILLA,True,Cercedilla,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_12006
01110,110,4,SEGOVIA,True,Segovia,Segovia,Castilla y León,within,0.0,TN_RailwayNode_12100
01112,112,1,VALLADOLID-CAMPO GRANDE,True,Valladolid,Valladolid,Castilla y León,within,0.0,TN_RailwayNode_10600
01112,112,2,BIF. LINEA MADRID-HENDAYA,False,Valladolid,Valladolid,Castilla y León,within,0.0,TN_RailwayNode_B1051
01112,112,3,VALLADOLID-ARGALES,True,Valladolid,Valladolid,Castilla y León,within,0.0,TN_RailwayNode_10608
01116,116,1,CERCEDILLA,True,Cercedilla,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_12006
01116,116,2,PUERTO DE NAVACERRADA,True,Los Baldios,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_12020
01116,116,3,LOS COTOS,True,Real Sitio de San Ildefonso,Segovia,Castilla y León,within,0.0,TN_RailwayNode_12023
01118,118,1,"P.K. 641,181 (FRONTERA)",False,Irun,Gipuzkoa,País Vasco,nearest,9.4,TN_RailwayNode_C1160
01118,118,2,IRUN,True,Irun,Gipuzkoa,País Vasco,within,0.0,TN_RailwayNode_11600
01120,120,1,FUENTES DE OÑORO,True,Fuentes de Oñoro,Salamanca,Castilla y León,within,0.0,TN_RailwayNode_33016
01120,120,2,VILAR FORMOSO,True,Fuentes de Oñoro,Salamanca,Castilla y León,nearest,248.9,TN_RailwayNode_33030
01120,120,3,FUENTES OÑORO-FRONTERA,False,Fuentes de Oñoro,Salamanca,Castilla y León,nearest,1.5,TN_RailwayNode_C3308
01120,120,4,CIUDAD RODRIGO,True,Ciudad Rodrigo,Salamanca,Castilla y León,within,0.0,TN_RailwayNode_33013
01120,120,5,FTE. DE S. ESTEBAN-BOADILLA,True,La Fuente de San Esteban,Salamanca,Castilla y León,within,0.0,TN_RailwayNode_33008
01120,120,6,TEJARES-CHAMBERI,True,Salamanca,Salamanca,Castilla y León,within,0.0,TN_RailwayNode_33001
01120,120,7,BIF. LA SERNA,False,Carbajosa de la Sagrada,Salamanca,Castilla y León,within,0.0,TN_RailwayNode_B3001
01120,120,8,LA ALAMEDILLA (APD),False,Salamanca,Salamanca,Castilla y León,within,0.0,TN_RailwayNode_30110
01120,120,9,SALAMANCA,True,Salamanca,Salamanca,Castilla y León,within,0.0,TN_RailwayNode_30100
01120,120,10,CANTALAPIEDRA,True,Cantalapiedra,Salamanca,Castilla y León,within,0.0,TN_RailwayNode_32004
01120,120,11,FRESNO EL VIEJO (APD),False,Fresno el Viejo,Valladolid,Castilla y León,within,0.0,TN_RailwayNode_32003
01120,120,12,BIF. ARROYO DE LA GOLOSA,False,Medina del Campo,Valladolid,Castilla y León,within,0.0,TN_RailwayNode_B3200
01120,120,13,MEDINA DEL CAMPO,True,Medina del Campo,Valladolid,Castilla y León,within,0.0,TN_RailwayNode_10500
01122,122,1,SALAMANCA,True,Salamanca,Salamanca,Castilla y León,within,0.0,TN_RailwayNode_30100
01122,122,2,PEÑARANDA DE BRACAMONTE,True,Peñaranda de Bracamonte,Salamanca,Castilla y León,within,0.0,TN_RailwayNode_34010
01122,122,3,SAN PEDRO DEL ARROYO,True,San Pedro del Arroyo,Ávila,Castilla y León,within,0.0,TN_RailwayNode_34005
01122,122,4,AVILA,True,Ávila,Ávila,Castilla y León,within,0.0,TN_RailwayNode_10400
01124,124,1,SALAMANCA,True,Salamanca,Salamanca,Castilla y León,within,0.0,TN_RailwayNode_30100
01124,124,2,VALDUNCIEL (CGD),True,Valdunciel,Salamanca,Castilla y León,within,0.0,TN_RailwayNode_30101
01126,126,1,ARANDA DE DUERO-MONTECILLO,True,Aranda de Duero,Burgos,Castilla y León,within,0.0,TN_RailwayNode_17200
01126,126,2,ARANDA DE DUERO-CHELVA(CGD.),True,Aranda de Duero,Burgos,Castilla y León,within,0.0,TN_RailwayNode_85200
01128,128,1,"BURGOS AG. KM. 374,2",False,Burgos,Burgos,Castilla y León,within,0.0,TN_RailwayNode_A0825
01128,128,2,CAMB. BURGOS,True,Burgos,Burgos,Castilla y León,within,0.0,TN_RailwayNode_08020
01156,156,1,CAMBIADOR VILLAMURIEL,False,Villamuriel de Cerrato,Palencia,Castilla y León,within,0.0,TN_RailwayNode_08201
