codigo_linea,numero_rfig,orden,nombre_estacion,es_localidad,municipio,provincia,ccaa,geocode_match,dist_m,dep_id
01999,999,172,TORTOSA,True,Tortosa,Tarragona,Cataluña,within,0.0,TN_RailwayNode_65400
01999,999,173,HUESCA,True,Huesca,Huesca,Aragón,within,0.0,TN_RailwayNode_74200
01999,999,174,MEQUINENZA,True,Mequinenza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_F0518
01999,999,175,FRAGA,True,Massalcoreig,Lleida,Cataluña,within,0.0,TN_RailwayNode_F0519
01999,999,176,SELGUA,True,Monzón,Huesca,Aragón,within,0.0,TN_RailwayNode_78300
01999,999,177,CANFRANC,True,Canfranc,Huesca,Aragón,within,0.0,TN_RailwayNode_74217
01999,999,178,BORDEAUX,True,Aisa,Huesca,Aragón,nearest,87.9,TN_RailwayNode_F0205
01999,999,179,BARBASTRO,True,Barbastro,Huesca,Aragón,within,0.0,TN_RailwayNode_75001
01999,999,180,LLEIDA-PIRINEUS,True,Lleida,Lleida,Cataluña,within,0.0,TN_RailwayNode_78400
01999,999,181,GRANOLLERS-CENTRE,True,Granollers,Barcelona,Cataluña,within,0.0,TN_RailwayNode_79100
01999,999,182,LES FRANQUESES DEL VALLES,True,Les Franqueses del Vallès,Barcelona,Cataluña,within,0.0,TN_RailwayNode_77100
01999,999,183,RIPOLL,True,Ripoll,Girona,Cataluña,within,0.0,TN_RailwayNode_77200
01999,999,184,SANT JOAN DE LES ABADESSES,True,Sant Joan de les Abadesses,Girona,Cataluña,within,0.0,TN_RailwayNode_77201
02200,200,1,MADRID-CHAMARTIN-CLARA CAMPOAMOR,True,Madrid,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_17000
02200,200,2,BIF. HORTALEZA,False,Madrid,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_B9800
02200,200,3,FUENTE DE LA MORA (APD),False,Madrid,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_98003
02200,200,4,HORTALEZA,True,Madrid,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_98001
02200,200,5,ODONNELL,True,Madrid,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_98100
02200,200,6,BIF. VICALVARO-MERCANCIAS,False,Madrid,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_B9811
02200,200,7,SAN FERNANDO DE HENARES,True,Coslada,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_70101
02200,200,8,TORREJON DE ARDOZ,True,Torrejón de Ardoz,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_70102
02200,200,9,BIF. BASE AEREA,False,Alcalá de Henares,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_B7011
02200,200,10,ALCALA DE HENARES,True,Alcalá de Henares,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_70103
02200,200,11,MECO,True,Meco,Madrid,Comunidad de Madrid,within,0.0,TN_RailwayNode_70104
02200,200,12,AZUQUECA,True,Azuqueca de Henares,Guadalajara,Castilla-La Mancha,within,0.0,TN_RailwayNode_70105
02200,200,13,GUADALAJARA,True,Guadalajara,Guadalajara,Castilla-La Mancha,within,0.0,TN_RailwayNode_70200
02200,200,14,BAIDES,True,Baides,Guadalajara,Castilla-La Mancha,within,0.0,TN_RailwayNode_70300
02200,200,15,SIGÜENZA,True,Sigüenza,Guadalajara,Castilla-La Mancha,within,0.0,TN_RailwayNode_70302
02200,200,16,TORRALBA,True,Medinaceli,Soria,Castilla y León,within,0.0,TN_RailwayNode_70400
02200,200,17,ARCOS DE JALON,True,Arcos de Jalón,Soria,Castilla y León,within,0.0,TN_RailwayNode_70403
02200,200,18,SANTA MARIA DE HUERTA,True,Santa María de Huerta,Soria,Castilla y León,within,0.0,TN_RailwayNode_70404
02200,200,19,ARIZA,True,Ariza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_70500
02200,200,20,CALATAYUD,True,Calatayud,Zaragoza,Aragón,within,0.0,TN_RailwayNode_70600
02200,200,21,MORATA DE JALON,True,Morata de Jalón,Zaragoza,Aragón,within,0.0,TN_RailwayNode_70607
02200,200,22,RICLA-LA ALMUNIA,True,Ricla,Zaragoza,Aragón,within,0.0,TN_RailwayNode_70700
02200,200,23,"CAMBIADOR PLASENCIA AG. KM. 308,6",False,Plasencia de Jalón,Zaragoza,Aragón,within,0.0,TN_RailwayNode_A7070
02200,200,24,GRISEN,True,Grisén,Zaragoza,Aragón,within,0.0,TN_RailwayNode_70706
02200,200,25,CASETAS,True,Zaragoza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_70800
02200,200,26,C.I.M. DE ZARAGOZA,True,Zaragoza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_70803
02200,200,27,"CIM-AGUJA KM. 337,1",False,Zaragoza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_A7080
02200,200,28,ZARAGOZA DELICIAS,True,Zaragoza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_04040
02200,200,29,MIRAFLORES,True,Zaragoza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_71100
02200,200,30,"MIRAFLORES-AGUJA KM. 0,9",False,Zaragoza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_A7890
02200,200,31,COGULLADA,True,Zaragoza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_78902
02200,200,32,ZARAGOZA-CORBERA ALTA,True,Zaragoza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_78007
02200,200,33,SAN JUAN DE MOZARRIFAR,True,Zaragoza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_78004
02200,200,34,ZUERA,True,Zuera,Zaragoza,Aragón,within,0.0,TN_RailwayNode_78100
02200,200,35,ALMUDEVAR,True,Almudévar,Huesca,Aragón,within,0.0,TN_RailwayNode_78102
02200,200,36,TARDIENTA,True,Tardienta,Huesca,Aragón,within,0.0,TN_RailwayNode_78200
02200,200,37,SARIÑENA,True,Sariñena,Huesca,Aragón,within,0.0,TN_RailwayNode_78203
02200,200,38,SELGUA,True,Monzón,Huesca,Aragón,within,0.0,TN_RailwayNode_78300
02200,200,39,MONZON-RIO CINCA,False,Monzón,Huesca,Aragón,within,0.0,TN_RailwayNode_78301
02200,200,40,BINEFAR,True,Binéfar,Huesca,Aragón,within,0.0,TN_RailwayNode_78302
02200,200,41,ALMACELLES,True,Almacelles,Lleida,Cataluña,within,0.0,TN_RailwayNode_78304
02200,200,42,LLEIDA-PIRINEUS,True,Lleida,Lleida,Cataluña,within,0.0,TN_RailwayNode_78400
02200,200,43,"CAMB.-AG.KM. 3,1",False,Lleida,Lleida,Cataluña,within,0.0,TN_RailwayNode_A7300
02200,200,44,PUIGVERD DE LLEIDA-ARTESA,True,Puigverd de Lleida,Lleida,Cataluña,within,0.0,TN_RailwayNode_73001
02200,200,45,VINAIXA,True,Vinaixa,Lleida,Cataluña,within,0.0,TN_RailwayNode_73005
02200,200,46,LA PLANA-PICAMOIXONS,True,Valls,Tarragona,Cataluña,within,0.0,TN_RailwayNode_73100
02200,200,47,VALLS,True,Valls,Tarragona,Cataluña,within,0.0,TN_RailwayNode_76004
02200,200,48,RODA DE BARA,True,Roda de Berà,Tarragona,Cataluña,within,0.0,TN_RailwayNode_72100
02200,200,49,SANT VICENÇ DE CALDERS,True,El Vendrell,Tarragona,Cataluña,within,0.0,TN_RailwayNode_71600
02200,200,50,CUNIT,True,Cunit,Tarragona,Cataluña,within,0.0,TN_RailwayNode_71603
02200,200,51,VILANOVA I LA GELTRU,True,Vilanova i la Geltrú,Barcelona,Cataluña,within,0.0,TN_RailwayNode_71700
02200,200,52,SITGES,True,Sitges,Barcelona,Cataluña,within,0.0,TN_RailwayNode_71701
02200,200,53,CASTELLDEFELS,True,Castelldefels,Barcelona,Cataluña,within,0.0,TN_RailwayNode_71705
02200,200,54,EL PRAT DE LLOBREGAT,True,El Prat de Llobregat,Barcelona,Cataluña,within,0.0,TN_RailwayNode_71707
02200,200,55,"KM 671,9",False,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_B7171
02200,200,56,BELLVITGE-GORNAL,True,L'Hospitalet de Llobregat,Barcelona,Cataluña,within,0.0,TN_RailwayNode_71708
02200,200,57,"BELLVITGE AGUJA KM. 674,8",False,L'Hospitalet de Llobregat,Barcelona,Cataluña,within,0.0,TN_RailwayNode_B7173
02200,200,58,BARCELONA-SANTS,True,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_71801
02200,200,59,BIF. ARAGO,False,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_B7181
02200,200,60,BARNA.-EST. DE FRANÇA,True,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_79400
02200,200,61,BIF.GLORIAS-CLOT,False,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_B7183
02200,200,62,BIF. CLOT,False,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_B7182
02202,202,1,TORRALBA,True,Medinaceli,Soria,Castilla y León,within,0.0,TN_RailwayNode_70400
02202,202,2,COSCURITA,True,Coscurita,Soria,Castilla y León,within,0.0,TN_RailwayNode_84100
02202,202,3,SORIA,True,Soria,Soria,Castilla y León,within,0.0,TN_RailwayNode_82100
02202,202,4,CERVERA DEL RIO ALHAMA,False,Cervera del Río Alhama,La Rioja,La Rioja,within,0.0,TN_RailwayNode_83009
02202,202,5,CASTEJON DE EBRO,True,Castejón,Navarra,Comunidad Foral de Navarra,within,0.0,TN_RailwayNode_81200
02204,204,1,BIF. CANFRANC,False,Monflorite-Lascasas,Huesca,Aragón,within,0.0,TN_RailwayNode_B7800
02204,204,2,"HOYA DE HUESCA-AGUJA KM. 2,3",False,Huesca,Huesca,Aragón,within,0.0,TN_RailwayNode_A7400
02204,204,3,AYERBE,True,Ayerbe,Huesca,Aragón,within,0.0,TN_RailwayNode_74204
02204,204,4,SANTA MARIA Y LA PEÑA,True,Las Peñas de Riglos,Huesca,Aragón,within,0.0,TN_RailwayNode_74207
02204,204,5,JACA,True,Jaca,Huesca,Aragón,within,0.0,TN_RailwayNode_74213
02204,204,6,CANFRANC,True,Canfranc,Huesca,Aragón,within,0.0,TN_RailwayNode_74217
02206,206,1,LLEIDA-PIRINEUS,True,Lleida,Lleida,Cataluña,within,0.0,TN_RailwayNode_78400
02206,206,2,PK. 1.927,False,Lleida,Lleida,Cataluña,within,0.0,TN_RailwayNode_C7510
02206,206,3,"PK. 1,927",False,Lleida,Lleida,Cataluña,within,0.0,TN_RailwayNode_A7510
02206,206,4,BIF. A VILANOVETA,False,Lleida,Lleida,Cataluña,within,0.0,TN_RailwayNode_B7511
02206,206,5,BALAGUER,True,Balaguer,Lleida,Cataluña,within,0.0,TN_RailwayNode_75105
02206,206,6,LA POBLA DE SEGUR,True,La Pobla de Segur,Lleida,Cataluña,within,0.0,TN_RailwayNode_75116
02208,208,1,SAN JUAN DE MOZARRIFAR,True,Zaragoza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_78004
02208,208,2,SAN GREGORIO,True,Zaragoza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_78006
02210,210,1,MIRAFLORES,True,Zaragoza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_71100
02210,210,2,"MIRAFLORES-AGUJA KM. 345,6",False,Zaragoza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_A7111
02210,210,3,LA CARTUJA,True,Zaragoza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_71101
02210,210,4,"LA CARTUJA-AGUJA KM. 351,1",False,Zaragoza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_A7110
02210,210,5,LA ZAIDA-SASTAGO,True,La Zaida,Zaragoza,Aragón,within,0.0,TN_RailwayNode_71108
02210,210,6,LA PUEBLA DE HIJAR,True,La Puebla de Híjar,Teruel,Aragón,within,0.0,TN_RailwayNode_71200
02210,210,7,SAMPER,True,Samper de Calanda,Teruel,Aragón,within,0.0,TN_RailwayNode_71201
02210,210,8,ESCATRON,True,Samper de Calanda,Teruel,Aragón,within,0.0,TN_RailwayNode_71202
02210,210,9,CASPE,True,Caspe,Zaragoza,Aragón,within,0.0,TN_RailwayNode_71204
02210,210,10,FAIO-LA POBLA DE MASSALUCA,True,La Pobla de Massaluca,Tarragona,Cataluña,within,0.0,TN_RailwayNode_71208
02210,210,11,FLIX,True,Flix,Tarragona,Cataluña,within,0.0,TN_RailwayNode_71210
02210,210,12,MORA LA NOVA,True,Móra la Nova,Tarragona,Cataluña,within,0.0,TN_RailwayNode_71300
02210,210,13,REUS,True,Reus,Tarragona,Cataluña,within,0.0,TN_RailwayNode_71400
02210,210,14,BIF. VILASECA,False,Vila-seca,Tarragona,Cataluña,within,0.0,TN_RailwayNode_B7510
02210,210,15,"AGUJA CLASIF. KM. 100,4.",False,Tarragona,Tarragona,Cataluña,within,0.0,TN_RailwayNode_A7141
02210,210,16,TARRAGONA,True,Tarragona,Tarragona,Cataluña,within,0.0,TN_RailwayNode_71500
02210,210,17,SANT VICENÇ DE CALDERS,True,El Vendrell,Tarragona,Cataluña,within,0.0,TN_RailwayNode_71600
02212,212,1,BIF. HOYA DE HUESCA,False,Huesca,Huesca,Aragón,within,0.0,TN_RailwayNode_B7801
02212,212,2,"HOYA DE HUESCA-AGUJA KM. 2,3",False,Huesca,Huesca,Aragón,within,0.0,TN_RailwayNode_A7400
02214,214,1,"LA CARTUJA-AGUJA KM. 23,3",False,Zaragoza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_A7083
02214,214,2,LA CARTUJA,True,Zaragoza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_71101
02214,214,3,BIF. TERUEL,False,Zaragoza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_B7081
02214,214,4,"CIM AGUJA KM. 0,7",False,Zaragoza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_A7081
02214,214,5,C.I.M. DE ZARAGOZA,True,Zaragoza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_70803
02214,214,6,"BIF.PLAZA-AG.KM.8,9",False,Zaragoza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_A7086
02214,214,7,BIF. PLAZA,False,Zaragoza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_B7082
02216,216,1,"BIF.PLAZA-AG.KM.1,4",False,Zaragoza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_A7087
02216,216,2,"BIF.PLAZA-AG.KM.8,9",False,Zaragoza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_A7086
02216,216,3,ZARAGOZA-ARRABAL,True,Zaragoza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_78002
02216,216,4,ZARAGOZA-CORBERA ALTA,True,Zaragoza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_78007
02218,218,1,BIF. PLAZA,False,Zaragoza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_B7082
02218,218,2,"BIF.PLAZA-AG.KM.1,4",False,Zaragoza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_A7087
02218,218,3,ZARAGOZA-PLAZA,True,Zaragoza,Zaragoza,Aragón,within,0.0,TN_RailwayNode_70805
02220,220,1,LLEIDA-PIRINEUS,True,Lleida,Lleida,Cataluña,within,0.0,TN_RailwayNode_78400
02220,220,2,"AG. KM. 185,747",False,Lleida,Lleida,Cataluña,within,0.0,TN_RailwayNode_A8401
02220,220,3,PLA DE VILANOVETA,True,Lleida,Lleida,Cataluña,within,0.0,TN_RailwayNode_78401
02220,220,4,CERVERA,True,Cervera,Lleida,Cataluña,within,0.0,TN_RailwayNode_78500
02220,220,5,SANT GUIM DE FREIXENET (APD),False,Sant Guim de Freixenet,Lleida,Cataluña,within,0.0,TN_RailwayNode_78501
02220,220,6,MANRESA,True,Manresa,Barcelona,Cataluña,within,0.0,TN_RailwayNode_78600
02220,220,7,SANT VICENÇ DE CASTELLET,True,Sant Vicenç de Castellet,Barcelona,Cataluña,within,0.0,TN_RailwayNode_78604
02220,220,8,TERRASSA ESTACIÓ DEL NORD,True,Terrassa,Barcelona,Cataluña,within,0.0,TN_RailwayNode_78700
02220,220,9,LHOSPITALET DE LLOBREGAT,True,L'Hospitalet de Llobregat,Barcelona,Cataluña,within,0.0,TN_RailwayNode_72305
02220,220,10,CERDANYOLA DEL VALLES,True,Cerdanyola del Vallès,Barcelona,Cataluña,within,0.0,TN_RailwayNode_78706
02220,220,11,BARCELONA-SANTS,True,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_71801
02220,220,12,MONTCADA-BIFURCACIO,False,Montcada i Reixac,Barcelona,Cataluña,within,0.0,TN_RailwayNode_78800
02220,220,13,BIF. VILANOVA,False,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_B8801
02222,222,1,BIF. AIGÜES,False,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_B7901
02222,222,2,MONTCADA-BIFURCACIO,False,Montcada i Reixac,Barcelona,Cataluña,within,0.0,TN_RailwayNode_78800
02222,222,3,GRANOLLERS-CANOVELLES,True,Granollers,Barcelona,Cataluña,within,0.0,TN_RailwayNode_77006
02222,222,4,LES FRANQUESES DEL VALLES,True,Les Franqueses del Vallès,Barcelona,Cataluña,within,0.0,TN_RailwayNode_77100
02222,222,5,LA GARRIGA,True,La Garriga,Barcelona,Cataluña,within,0.0,TN_RailwayNode_77102
02222,222,6,VIC,True,Vic,Barcelona,Cataluña,within,0.0,TN_RailwayNode_77109
02222,222,7,LA FARGA DE BEBIE (APD),False,Montesquiu,Barcelona,Cataluña,within,0.0,TN_RailwayNode_77114
02222,222,8,RIPOLL,True,Ripoll,Girona,Cataluña,within,0.0,TN_RailwayNode_77200
02222,222,9,RIBES DE FRESER,True,Ribes de Freser,Girona,Cataluña,within,0.0,TN_RailwayNode_77303
02222,222,10,PLANOLES,True,Planoles,Girona,Cataluña,within,0.0,TN_RailwayNode_77304
02222,222,11,PUIGCERDA,True,Puigcerdà,Girona,Cataluña,within,0.0,TN_RailwayNode_77309
02222,222,12,"P.K. 50,707(FRONT)",False,Puigcerdà,Girona,Cataluña,nearest,73.5,TN_RailwayNode_C7730
02222,222,13,LA TOUR DE CAROL-ENVEIGT,True,Guils de Cerdanya,Girona,Cataluña,nearest,1031.5,TN_RailwayNode_77310
02224,224,1,CERDANYOLA DEL VALLES,True,Cerdanyola del Vallès,Barcelona,Cataluña,within,0.0,TN_RailwayNode_78706
02224,224,2,CERDANYOLA UNIVERSITAT,True,Cerdanyola del Vallès,Barcelona,Cataluña,within,0.0,TN_RailwayNode_72503
02230,230,1,REUS,True,Reus,Tarragona,Cataluña,within,0.0,TN_RailwayNode_71400
02230,230,2,LA PLANA-PICAMOIXONS,True,Valls,Tarragona,Cataluña,within,0.0,TN_RailwayNode_73100
02234,234,1,REUS,True,Reus,Tarragona,Cataluña,within,0.0,TN_RailwayNode_71400
02234,234,2,CONSTANTI,True,Constantí,Tarragona,Cataluña,within,0.0,TN_RailwayNode_72006
02234,234,3,RODA DE BARA,True,Roda de Berà,Tarragona,Cataluña,within,0.0,TN_RailwayNode_72100
02238,238,1,CASTELLBISBAL-AGUJAS LLOBREGAT,False,Castellbisbal,Barcelona,Cataluña,within,0.0,TN_RailwayNode_A7190
02238,238,2,CASTELLBISBAL-AGUJAS MOLINS,False,Castellbisbal,Barcelona,Cataluña,within,0.0,TN_RailwayNode_A7229
02238,238,3,BIF. LLOBREGAT,False,El Papiol,Barcelona,Cataluña,within,0.0,TN_RailwayNode_B7192
02238,238,4,RIU LLOBREGAT,True,Pallejà,Barcelona,Cataluña,within,0.0,TN_RailwayNode_71908
02238,238,5,BARCELONA-CAN TUNIS,True,L'Hospitalet de Llobregat,Barcelona,Cataluña,within,0.0,TN_RailwayNode_71901
02238,238,6,BARCELONA-MORROT,True,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_71902
02240,240,1,SANT VICENÇ DE CALDERS,True,El Vendrell,Tarragona,Cataluña,within,0.0,TN_RailwayNode_71600
02240,240,2,LARBOÇ,True,L'Arboç,Tarragona,Cataluña,within,0.0,TN_RailwayNode_72202
02240,240,3,VILAFRANCA DEL PENEDES,True,Vilafranca del Penedès,Barcelona,Cataluña,within,0.0,TN_RailwayNode_72204
02240,240,4,SANT SADURNI DANOIA,True,Sant Sadurní d'Anoia,Barcelona,Cataluña,within,0.0,TN_RailwayNode_72207
02240,240,5,"AGUJA KM. 70,449",False,Sant Esteve Sesrovires,Barcelona,Cataluña,within,0.0,TN_RailwayNode_A7225
02240,240,6,"AGUJA KM. 71,161",False,Sant Esteve Sesrovires,Barcelona,Cataluña,within,0.0,TN_RailwayNode_A7226
02240,240,7,MARTORELL CENTRAL,True,Martorell,Barcelona,Cataluña,within,0.0,TN_RailwayNode_72209
02240,240,8,CASTELLBISBAL,True,Castellbisbal,Barcelona,Cataluña,within,0.0,TN_RailwayNode_72210
02240,240,9,CASTELLBISBAL-AGUJAS RUBI,False,Castellbisbal,Barcelona,Cataluña,within,0.0,TN_RailwayNode_A7220
02240,240,10,"AGUJA KM. 79,347",False,Castellbisbal,Barcelona,Cataluña,within,0.0,TN_RailwayNode_A7228
02240,240,11,BIF. RUBI,False,Castellbisbal,Barcelona,Cataluña,within,0.0,TN_RailwayNode_A7221
02240,240,12,CASTELLBISBAL-AGUJAS MOLINS,False,Castellbisbal,Barcelona,Cataluña,within,0.0,TN_RailwayNode_A7229
02240,240,13,BIF. LLOBREGAT,False,El Papiol,Barcelona,Cataluña,within,0.0,TN_RailwayNode_B7192
02240,240,14,EL PAPIOL (APD),False,El Papiol,Barcelona,Cataluña,within,0.0,TN_RailwayNode_72211
02240,240,15,MOLINS DE REI,True,Molins de Rei,Barcelona,Cataluña,within,0.0,TN_RailwayNode_72300
02240,240,16,LHOSPITALET DE LLOBREGAT,True,L'Hospitalet de Llobregat,Barcelona,Cataluña,within,0.0,TN_RailwayNode_72305
02242,242,1,MARTORELL-SEAT,True,Martorell,Barcelona,Cataluña,within,0.0,TN_RailwayNode_72212
02242,242,2,"AGUJA KM. 0,500",False,Sant Esteve Sesrovires,Barcelona,Cataluña,within,0.0,TN_RailwayNode_A7227
02242,242,3,"AGUJA KM. 71,161",False,Sant Esteve Sesrovires,Barcelona,Cataluña,within,0.0,TN_RailwayNode_A7226
02244,244,1,"AGUJA KM. 70,449",False,Sant Esteve Sesrovires,Barcelona,Cataluña,within,0.0,TN_RailwayNode_A7225
02244,244,2,"AGUJA KM. 0,500",False,Sant Esteve Sesrovires,Barcelona,Cataluña,within,0.0,TN_RailwayNode_A7227
02246,246,1,MOLLET-SANT FOST,True,Mollet del Vallès,Barcelona,Cataluña,within,0.0,TN_RailwayNode_79006
02246,246,2,BIF. NUDO MOLLET,False,Santa Perpètua de Mogoda,Barcelona,Cataluña,within,0.0,TN_RailwayNode_72507
02246,246,3,"AGUJA KM. 23,2",False,Santa Perpètua de Mogoda,Barcelona,Cataluña,within,0.0,TN_RailwayNode_A7223
02246,246,4,CERDANYOLA UNIVERSITAT,True,Cerdanyola del Vallès,Barcelona,Cataluña,within,0.0,TN_RailwayNode_72503
02246,246,5,RUBÍ CAN VALLHONRAT,True,Rubí,Barcelona,Cataluña,within,0.0,TN_RailwayNode_72501
02246,246,6,"AGUJA KM. 4,014",False,Castellbisbal,Barcelona,Cataluña,within,0.0,TN_RailwayNode_A7222
02246,246,7,CASTELLBISBAL-AGUJAS LLOBREGAT,False,Castellbisbal,Barcelona,Cataluña,within,0.0,TN_RailwayNode_A7190
02246,246,8,BIF. PAPIOL,False,Castellbisbal,Barcelona,Cataluña,within,0.0,TN_RailwayNode_A7224
02246,246,9,CASTELLBISBAL-AGUJAS RUBI,False,Castellbisbal,Barcelona,Cataluña,within,0.0,TN_RailwayNode_A7220
02246,246,10,CASTELLBISBAL,True,Castellbisbal,Barcelona,Cataluña,within,0.0,TN_RailwayNode_72210
02248,248,1,BIF. PAPIOL,False,Castellbisbal,Barcelona,Cataluña,within,0.0,TN_RailwayNode_A7224
02248,248,2,"AGUJA KM. 79,347",False,Castellbisbal,Barcelona,Cataluña,within,0.0,TN_RailwayNode_A7228
02248,248,3,"AGUJA KM. 4,014",False,Castellbisbal,Barcelona,Cataluña,within,0.0,TN_RailwayNode_A7222
02248,248,4,BIF. RUBI,False,Castellbisbal,Barcelona,Cataluña,within,0.0,TN_RailwayNode_A7221
02250,250,1,LHOSPITALET DE LLOBREGAT,True,L'Hospitalet de Llobregat,Barcelona,Cataluña,within,0.0,TN_RailwayNode_72305
02250,250,2,"BELLVITGE AGUJA KM. 674,8",False,L'Hospitalet de Llobregat,Barcelona,Cataluña,within,0.0,TN_RailwayNode_B7173
02254,254,1,EL PRAT DE LLOBREGAT,True,El Prat de Llobregat,Barcelona,Cataluña,within,0.0,TN_RailwayNode_71707
02254,254,2,AEROPORT,True,El Prat de Llobregat,Barcelona,Cataluña,within,0.0,TN_RailwayNode_72400
02260,260,1,FIGUERES-VILAFANT,True,Vilafant,Girona,Cataluña,within,0.0,TN_RailwayNode_04307
02260,260,2,VILAMALLA,True,Vilamalla,Girona,Cataluña,within,0.0,TN_RailwayNode_79308
02260,260,3,BIF. CLOT,False,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_B7182
02260,260,4,BIF. ARAGO,False,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_B7181
02260,260,5,BARNA.-EST. DE FRANÇA,True,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_79400
02260,260,6,BARCELONA-SANTS,True,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_71801
02262,262,1,LA SAGRERA,True,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_79002
02262,262,2,BIF. SAGRERA,False,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_B7900
02262,262,3,EL CLOT,True,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_79009
02262,262,4,BIF. GLORIAS,False,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_B7184
02262,262,5,BIF. CLOT,False,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_B7182
02264,264,1,BIF. AIGÜES,False,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_B7901
02264,264,2,MONTCADA-BIFURCACIO,False,Montcada i Reixac,Barcelona,Cataluña,within,0.0,TN_RailwayNode_78800
02266,266,1,BIF. VILANOVA,False,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_B8801
02266,266,2,BIF. GLORIAS,False,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_B7184
02268,268,1,BIF. ARAGO,False,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_B7181
02268,268,2,EL CLOT,True,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_79009
02268,268,3,BIF. SAGRERA,False,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_B7900
02268,268,4,LA SAGRERA,True,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_79002
02268,268,5,SANT ANDREU,True,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_79004
02270,270,1,BIF. ARAGO,False,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_B7181
02270,270,2,EL CLOT,True,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_79009
02270,270,3,BIF. SAGRERA,False,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_B7900
02270,270,4,LA SAGRERA,True,Barcelona,Barcelona,Cataluña,within,0.0,TN_RailwayNode_79002
